#{"t_start": 1775318454.5790184, "env_id": null}
r,l,t
-12.42238,21,14490.399597
-7.606919,21,14497.276912
0.255669,41,14504.588025
-19.115128,41,14512.816776
-18.367626,21,14519.416372
-21.589451,21,14527.077355
3.465695,21,14532.842884
-9.184418,21,14550.835675
-6.016143,21,14556.985092
-9.041931,21,14562.287163
-6.368852,21,14567.823356
-10.976881,21,14575.458898
-8.836068,21,14582.923894
-17.552072,21,14590.005776
-16.755955,39,14598.190168
-6.575638,21,14604.36161
-7.141096,21,14611.358307
-1.017314,21,14616.706543
-17.84094,21,14624.323736
-4.011028,21,14629.826883
0.527585,21,14635.557111
-11.732904,21,14642.232203
7.635049,21,14648.686472
-0.049349,21,14654.720468
-2.317242,21,14659.975756
-2.64915,21,14666.464598
-6.854462,21,14672.470749
-3.627783,21,14677.60491
-14.061069,21,14684.516439
-19.117521,21,14692.123982
-2.292411,21,14698.143224
-19.793769,21,14722.490802
-5.578044,21,14727.717
-7.541257,41,14736.036615
-10.20481,21,14742.770858
-7.636986,21,14750.099229
-20.567782,21,14757.40177
-10.214105,21,14763.333209
-21.275512,21,14771.239243
-3.687872,21,14776.644126
-16.339533,21,14783.301395
-20.501597,21,14791.063415
-7.560496,21,14798.88412
-8.107219,21,14805.556651
-6.491875,21,14811.370239
-8.816139,21,14817.462974
-15.376054,21,14824.741472
-8.075202,21,14831.662482
-12.806251,21,14837.349149
-3.054416,21,14843.040473
-3.978039,21,14849.729166
-1.952785,21,14855.34404
-14.721436,41,14862.738969
-10.759517,21,14885.650614
-8.853968,21,14892.487772
-24.004048,41,14900.582466
-11.881922,21,14907.74089
6.810581,21,14913.647904
-8.806225,21,14919.224383
-11.852582,21,14925.003154
-16.206257,21,14932.54821
1.971573,21,14938.100577
-4.286181,41,14945.321291
-11.221199,21,14950.921887
-4.727933,21,14956.758013
0.249582,37,14961.810698
-15.881359,21,14968.608377
-2.690269,21,14974.405333
10.798203,61,14983.410687
-0.051862,21,14988.779691
-8.779464,35,14994.670691
-12.616642,35,15017.789145
-4.899773,21,15023.437143
-4.468008,39,15032.603242
-9.057938,21,15038.085795
-7.258993,21,15044.148871
-2.966191,21,15049.647341
-8.599098,21,15057.004322
-4.016343,21,15062.934931
-13.165122,21,15070.087281
-17.399911,21,15077.404585
-4.136947,41,15085.96805
-7.023281,21,15091.582649
-7.250272,21,15099.908337
-7.220521,21,15106.990099
-17.50252,21,15115.508452
-2.018714,21,15123.293118
-6.495119,21,15130.409467
-7.838311,21,15136.134453
-8.633003,41,15143.146168
4.255452,21,15148.748662
-8.37997,21,15155.878629
-7.116879,21,15162.810599
-16.109978,21,15185.987487
-10.411874,21,15193.012347
-9.188424,21,15198.781383
-7.871134,21,15205.6151
-7.930516,21,15212.544748
-10.033787,21,15219.945191
-5.318216,21,15226.474899
-6.740161,21,15232.47006
-6.265732,21,15238.002936
-11.612056,21,15243.613265
-3.530412,21,15249.595473
-16.885084,21,15256.575341
-18.748834,21,15263.418878
-7.662876,21,15268.734486
-9.218747,39,15277.760906
-10.308224,21,15284.384338
-11.083545,21,15290.940061
-8.849217,21,15298.034839
-6.57685,21,15304.732083
-4.62048,21,15310.66935
-25.827202,41,15318.962585
-16.181069,21,15326.270399
-12.51496,21,15334.162943
-29.695883,21,15353.851539
-3.101345,21,15359.317597
-16.943532,21,15366.30315
-9.108311,41,15373.869327
-3.875622,21,15381.034774
-3.786542,41,15387.34731
-7.250209,21,15394.607432
-8.631177,21,15401.362156
-15.689717,41,15408.886945
-1.477265,21,15414.987862
-11.856597,21,15422.312784
-17.052482,21,15429.653641
-8.344725,21,15435.486415
3.817279,21,15440.979215
-2.26832,21,15446.897979
-7.752982,21,15452.875936
-11.324129,21,15458.077946
-10.056392,41,15466.188472
-10.620112,21,15472.338578
-3.132068,21,15478.070519
-4.51477,21,15502.989946
-13.405679,21,15510.005279
-5.437539,21,15515.862801
-9.2993,21,15522.479515
-4.095649,21,15528.09763
-17.064165,21,15535.912861
-16.241584,21,15543.165934
-7.459968,21,15549.342588
-16.695283,21,15556.403181
0.860875,21,15562.267319
-0.290222,21,15568.007738
-8.946843,21,15575.118502
-9.109084,21,15581.978187
-22.975687,21,15589.359357
-14.483229,21,15596.793666
-18.291612,41,15604.349596
9.336861,21,15610.280431
-0.349797,41,15617.719646
-12.467354,21,15624.685705
-14.980529,21,15631.821712
-2.43242,25,15637.198024
-17.226193,21,15643.602982
-1.262394,21,15651.195536
-20.439568,21,15674.132285
-9.521953,21,15681.480648
1.60954,21,15686.912607
-2.266373,21,15692.487596
-6.287333,21,15698.065701
-10.747851,41,15705.100402
-6.313296,21,15712.391897
19.701234,41,15719.44069
-15.708394,21,15726.104371
-8.482395,21,15732.106895
-2.839246,21,15737.532036
-6.852923,21,15743.258239
-6.065272,21,15749.975278
-21.990404,41,15758.230779
-3.715192,21,15763.649474
0.46441,41,15770.907313
-16.542207,21,15776.125965
7.748558,21,15781.613318
-17.242603,21,15788.624672
0.434184,21,15794.701758
-18.908273,21,15818.777738
-13.795909,21,15825.940192
0.417431,21,15831.157616
11.276635,41,15838.472591
-8.681237,21,15845.546382
-11.247374,41,15852.624502
-5.999107,21,15858.745199
-0.601207,21,15864.703948
-8.689526,21,15870.007806
-17.250828,21,15876.851436
2.318574,21,15882.313321
-0.942666,21,15887.873047
4.778201,27,15892.600597
-8.001734,21,15897.716889
-22.917853,21,15905.562173
-9.24091,41,15913.414394
-7.451547,21,15919.200198
-1.041359,21,15925.092
-14.01894,21,15931.976865
-12.850812,21,15940.458038
-13.639909,21,15947.33481
-7.660479,21,15968.592886
-2.185169,21,15974.063308
-11.743385,63,15982.788258
-5.690362,21,15990.173025
9.627584,41,15998.686711
-14.952826,21,16004.344412
-11.130738,21,16011.402674
-21.675326,21,16018.039673
-7.201524,21,16023.724762
-3.996776,21,16029.25846
0.837069,21,16036.467197
-9.390039,21,16044.02228
-18.422024,21,16050.365831
-5.686712,21,16056.296108
-1.748377,21,16061.586253
-5.663916,21,16068.913168
-13.876419,21,16076.415625
-7.288139,21,16082.132474
-13.602919,21,16088.067179
-6.242671,21,16093.731203
-11.176111,21,16101.228011
-9.293162,27,16114.493978
-7.363609,21,16121.090213
-11.539868,21,16127.779132
-10.143173,21,16135.221659
-5.515115,21,16142.535748
-12.705698,21,16150.782809
-8.740708,21,16157.487178
-11.777627,21,16164.677974
-9.051759,21,16170.266831
-0.485521,21,16178.38856
2.317254,41,16185.507733
-0.20867,41,16192.273075
-13.344106,41,16200.176222
-8.342626,21,16205.396348
-13.924425,21,16210.82966
-11.37755,21,16217.626667
-4.650004,21,16223.359163
-9.923668,21,16229.548501
-4.207202,41,16237.703218
-2.313716,21,16243.657488
-16.095865,21,16251.023793
-8.227178,21,16274.964265
-16.221468,21,16282.314194
-15.717542,21,16288.05178
-18.023179,21,16295.195076
-9.185142,21,16302.974479
-4.699211,21,16308.407232
-15.42546,21,16316.603461
-2.692124,21,16323.035095
-8.914851,21,16331.259531
-2.924902,21,16336.646715
-7.972907,21,16342.140789
-6.180629,21,16347.505258
7.913878,27,16352.610834
1.527765,21,16358.083922
-6.866856,21,16364.288186
-13.488962,61,16374.001744
-7.869085,21,16381.796915
-12.338263,21,16387.200187
-7.397668,41,16395.069372
-11.937007,21,16401.494321
-11.208816,21,16406.864093
-22.347834,21,16428.232593
14.61495,41,16435.567395
-14.701571,21,16442.966999
-1.271491,21,16448.696884
3.450359,21,16454.581152
-5.478277,21,16460.850297
-5.348033,25,16466.200976
-1.081216,21,16471.491005
-1.747401,21,16476.773645
-10.128631,21,16484.578331
-1.774427,21,16489.94122
-10.394997,21,16496.260153
-6.092468,21,16502.451815
-6.03604,21,16509.825407
-7.959624,21,16516.220385
-9.989621,21,16523.843255
-9.351746,21,16531.038038
9.701029,21,16536.579521
-11.762857,21,16543.59332
-1.687362,21,16548.879112
-7.476092,21,16555.372917
-2.590699,21,16562.05727
-7.98711,21,16568.996203
-11.391954,21,16576.289489
-29.343441,21,16599.520598
-13.07539,21,16606.312863
-16.482585,21,16613.528052
-5.632327,21,16619.409455
-13.101895,21,16627.693304
-8.132355,21,16634.788126
3.751002,21,16640.376619
-11.920102,21,16647.472242
-13.224295,21,16652.768905
-9.851927,21,16659.252989
6.590599,41,16666.177126
-8.595286,21,16672.257267
-4.866385,21,16677.585437
-1.525572,21,16684.326421
-1.143338,21,16689.665086
21.113206,61,16699.362687
-13.699719,41,16706.891042
-2.302993,41,16715.22713
-17.302882,21,16721.733746
-15.297973,21,16741.565651
-4.862737,41,16748.033055
0.472569,21,16753.963376
-25.326259,41,16762.29065
-8.904075,41,16768.950402
-11.330964,21,16776.584047
0.408142,21,16781.93724
-9.852648,21,16788.975993
-1.984094,21,16795.303065
-11.729457,21,16802.535197
-13.045568,41,16810.252645
-4.437889,21,16816.579513
-2.350397,21,16824.336947
20.055714,61,16833.27599
-2.614273,21,16839.670861
-10.169531,21,16846.975527
-8.318053,21,16852.365537
-8.402894,21,16859.299826
-11.182293,21,16866.375352
-14.355602,21,16891.243474
0.825772,21,16896.583596
-5.057611,21,16902.39431
-11.519933,21,16908.490222
-11.380185,21,16914.998541
-7.975786,55,16923.262022
-5.877281,21,16929.033889
-1.005889,21,16934.237537
-8.376092,21,16939.519329
-0.551287,101,16952.958523
5.928891,41,16960.130923
21.126639,41,16967.035672
-3.524055,41,16974.033207
16.755337,61,16982.257238
-13.24622,21,16997.302473
10.7566,41,17003.834591
-3.701137,61,17011.335541
38.51013,47,17017.113642
21.967352,61,17024.188334
55.866054,81,17031.299508
43.847974,53,17036.450553
1.466482,61,17045.164738
6.562844,41,17052.352559
31.895794,57,17067.966552
15.826918,81,17076.193271
17.264677,41,17082.363059
28.400431,61,17089.295736
57.502368,81,17096.796666
-27.940118,81,17107.547296
36.487641,81,17115.821359
65.870921,81,17124.26068
-13.429414,21,17148.276385
19.423095,41,17154.047455
86.265574,81,17162.953527
-2.784238,41,17169.970237
53.944851,93,17177.61941
9.429369,35,17183.032886
28.501179,61,17189.773657
35.227378,61,17198.227378
63.834196,61,17207.069588
15.205892,21,17227.944471
53.703122,79,17235.477506
22.436745,41,17242.231308
30.425307,81,17250.377216
36.629164,69,17256.983665
21.291373,121,17269.70191
-7.390796,81,17281.187683
-25.078704,41,17295.963034
-5.05571,61,17305.384552
-17.681818,21,17309.47754
-9.020301,41,17316.650826
-11.034618,21,17321.496599
-30.734882,41,17328.426707
-11.927405,41,17335.302809
-10.15629,41,17340.788146
-40.741405,61,17347.724515
-23.560017,59,17355.560598
-22.403243,41,17361.848744
-15.58155,41,17368.97121
-22.463249,43,17386.23962
-16.177724,85,17396.306227
-17.349078,49,17401.817027
-10.424772,41,17407.518842
9.604153,61,17414.903898
-21.301092,41,17421.912384
-16.833849,41,17426.642618
-6.880466,41,17433.759074
-19.587984,57,17440.569803
-22.976219,81,17449.582868
-11.885602,21,17469.986403
-2.286133,41,17477.672586
-25.38744,39,17485.106634
-42.055394,61,17491.837689
-35.497695,61,17500.049273
-33.862077,61,17507.114215
-26.786214,41,17514.641264
-10.219698,41,17522.161098
-4.023813,61,17530.917172
-11.457674,41,17537.464599
3.200905,59,17556.258551
-10.295484,41,17563.200083
-26.229445,41,17569.703783
-14.833297,41,17577.067705
-18.533616,45,17582.763414
-16.233421,21,17586.945332
-43.311878,81,17596.528241
1.138984,41,17603.149962
6.58448,101,17613.83712
-18.065601,53,17621.332174
-7.406652,41,17626.130548
-23.192662,21,17642.189924
-6.532736,29,17647.509452
-23.192336,61,17654.497687
-21.303034,61,17662.512184
-30.671758,41,17669.530734
-23.969687,81,17678.317854
-1.68463,41,17685.553354
-20.215016,23,17689.706861
-17.266236,61,17696.994832
-19.188533,41,17703.51011
-24.882192,41,17710.174212
-19.186783,21,17725.944364
-7.47128,21,17731.10009
16.067911,41,17738.707844
-17.521283,21,17743.81708
-15.183472,41,17748.649369
-34.525884,61,17755.422169
-18.867246,41,17759.806086
-14.398607,29,17763.880071
-38.03783,81,17772.331111
2.879305,41,17779.630277
-18.732432,41,17786.987213
6.318413,63,17794.42824
-7.861558,25,17798.700448
-24.333324,21,17817.257277
16.871789,41,17824.235964
37.582503,41,17831.432842
3.727901,61,17838.742718
56.879717,81,17845.38272
51.02358,61,17853.265636
38.251766,59,17860.283885
28.794849,61,17869.074796
58.713805,61,17875.783453
9.077853,27,17898.86771
29.215212,63,17904.066505
49.683401,71,17909.264575
15.319814,49,17914.235555
30.618294,41,17921.333092
45.103328,61,17927.612064
25.383559,41,17933.637222
-9.671786,41,17940.980617
28.033542,41,17946.13998
42.595608,61,17952.655887
28.620964,41,17957.634226
-3.9029,21,17970.964284
69.681173,81,17978.035062
24.506441,43,17982.925465
22.07719,41,17988.70526
45.37941,59,17996.36662
43.160935,61,18001.981633
51.100538,69,18007.060206
56.887297,81,18014.632435
43.687437,57,18040.487246
21.716257,41,18045.637995
29.432631,55,18050.649853
21.762695,61,18058.962074
42.051917,53,18063.977008
53.271167,73,18069.336957
32.563656,49,18074.342591
37.301736,61,18081.092773
14.899496,41,18089.520189
29.679937,41,18096.900514
2.083077,37,18123.34901
47.766681,61,18130.395535
52.623392,61,18135.65343
30.137327,47,18140.745171
45.148263,61,18147.032225
43.567187,57,18152.045421
51.923486,67,18157.371879
48.249291,65,18162.635232
31.536992,45,18167.438243
28.426864,41,18172.536435
-16.855947,21,18196.770879
44.216038,61,18203.782646
31.545087,41,18208.81255
34.824803,61,18214.760563
73.863179,81,18221.243312
31.772745,41,18227.821332
58.660474,81,18234.633197
15.731922,41,18239.481066
50.828242,81,18246.914135
-2.275433,21,18268.122258
21.635327,41,18275.262563
67.443711,81,18282.14138
19.322896,41,18287.397347
55.101808,71,18292.908103
54.811175,61,18299.869826
34.35633,41,18304.657663
37.794799,41,18309.91559
41.947398,61,18315.340851
27.642404,41,18322.592769
3.212225,23,18346.220176
40.889763,61,18352.337128
33.633509,47,18357.1656
21.599096,41,18362.595331
25.143299,41,18368.197465
27.710582,43,18373.249562
22.949286,41,18381.493608
7.824128,21,18387.112606
21.855044,41,18392.307771
-1.943975,41,18398.135119
-2.237126,41,18403.658676
46.564884,61,18408.74851
18.326676,33,18431.350776
27.733076,41,18436.951481
24.795202,41,18442.191682
16.408825,41,18447.321149
58.658851,83,18454.005739
13.13344,41,18459.415994
18.804351,41,18464.614886
25.3553,41,18469.850134
41.156288,61,18475.441599
32.955508,61,18480.885879
49.145843,61,18501.826146
44.193854,61,18507.020184
50.404825,61,18513.547436
44.55726,61,18520.104971
70.984898,81,18526.986413
29.231501,61,18532.822188
67.07743,81,18539.604995
59.732728,61,18546.207871
24.825926,45,18565.727248
39.992564,55,18570.892813
21.502368,45,18575.792029
44.856701,57,18580.983552
16.363045,41,18585.930722
57.973461,75,18592.425984
24.823897,41,18597.26268
52.392927,61,18603.590138
16.709978,43,18608.450307
94.83515,93,18623.550245
7.255895,41,18629.393646
52.27302,81,18636.500739
34.336606,41,18641.359319
70.212163,79,18650.387496
25.331638,49,18655.449364
9.528403,21,18660.610366
25.041211,41,18665.554794
30.724925,41,18670.534376
47.765529,61,18677.384796
-7.340561,41,18683.352066
0.041413,21,18697.013945
59.539311,61,18703.539324
47.55372,61,18710.877841
29.577338,53,18715.764803
36.388746,41,18721.915372
5.536466,41,18729.445258
29.948708,51,18734.473998
23.971502,45,18739.28113
3.99663,27,18743.83092
45.069947,61,18750.578173
56.904094,67,18764.554192
30.88604,41,18769.624933
77.205083,101,18779.129977
-4.04105,41,18784.864085
61.325666,61,18791.457487
22.608038,41,18797.027032
34.345661,41,18802.619323
44.370412,81,18810.423879
81.697757,81,18817.454797
9.029596,23,18840.825837
22.1325,41,18846.019194
18.693562,47,18851.069335
22.628857,41,18856.264489
33.749891,45,18861.147379
15.832465,45,18867.565548
28.383824,41,18872.588797
13.159392,41,18877.618545
25.662227,41,18882.841641
30.647164,43,18887.618779
49.47439,61,18893.999186
46.322136,61,18900.645169
-8.197886,21,18930.338417
25.677271,41,18935.227445
40.147709,63,18940.42586
27.867965,41,18945.705867
-3.591961,41,18952.274498
-11.766568,21,18957.487377
47.906305,61,18964.51266
40.460703,57,18969.569413
52.456689,101,18979.446339
32.674598,61,18985.685455
0.539905,21,19009.759722
25.432401,41,19014.606104
95.538953,81,19022.509927
57.363733,93,19030.417315
54.267451,63,19036.740492
49.20807,77,19042.221742
30.960724,41,19047.414275
38.728997,61,19053.265358
33.860215,43,19075.202971
25.827818,41,19080.810607
31.208702,45,19085.803552
44.683036,81,19093.892594
45.267261,61,19100.715027
27.882621,61,19107.368929
39.179646,61,19113.040443
45.958729,81,19120.695994
40.565893,61,19127.343056
5.830025,21,19151.080229
24.108576,57,19158.044572
18.789324,41,19163.247462
51.117311,61,19169.866966
40.593515,59,19176.8675
-2.094094,41,19182.638505
45.999422,51,19187.752921
24.65969,41,19192.694867
-18.35912,61,19199.834267
36.162026,73,19206.189789
15.078506,27,19230.854636
25.309774,47,19235.807354
31.740278,65,19240.900518
22.96925,45,19245.938728
13.19549,41,19252.541099
39.678735,41,19257.730739
34.406096,41,19262.743011
48.191658,65,19268.107985
53.261714,81,19275.410074
27.313434,75,19281.647821
12.024685,21,19293.575569
24.990505,51,19298.717366
62.154894,81,19305.92498
27.027176,43,19310.863095
4.986267,61,19317.912872
25.837366,49,19322.932956
55.147601,61,19329.744525
41.189149,61,19338.915443
38.944549,61,19345.611572
9.66157,33,19359.928164
28.924971,61,19366.54901
52.401575,91,19373.606209
-4.641772,21,19379.102276
53.369855,81,19385.515332
41.081974,61,19392.461866
77.798227,81,19399.000768
52.511272,61,19405.375387
26.273021,55,19417.607384
44.194938,81,19425.165283
10.06757,21,19430.666627
35.712243,61,19436.297861
-4.39754,41,19441.898331
61.816006,81,19449.041206
78.821119,81,19455.662095
56.80355,75,19461.163358
37.227903,61,19467.622504
-0.289495,21,19488.390818
55.976471,121,19498.87112
43.461923,101,19506.657972
37.194173,101,19514.59029
43.276613,61,19521.072143
19.461805,43,19525.882802
27.468521,41,19530.652678
15.561517,33,19541.249429
47.346906,61,19549.307225
51.472341,75,19554.731649
25.68356,51,19559.941174
77.550164,81,19566.878893
24.712984,41,19571.851819
49.399288,61,19578.484646
-19.87564,93,19587.211078
16.323653,43,19591.970056
-10.873911,21,19615.90208
45.974646,61,19622.357292
52.304898,61,19628.880125
40.039698,41,19633.88475
31.004873,41,19638.988872
42.109509,63,19644.925243
66.161022,61,19651.16114
-2.330479,61,19659.386628
-2.864141,77,19667.01683
12.551731,31,19691.678195
36.913761,41,19697.113238
62.597723,81,19704.90531
59.812442,61,19711.1255
45.476084,67,19717.34909
22.540865,41,19722.440919
41.58224,59,19729.098645
21.338125,61,19736.270364
24.509798,47,19741.166199
58.585176,55,19753.444705
39.744693,81,19760.987297
24.740094,41,19765.818744
24.802919,41,19770.603776
56.085026,61,19776.95166
25.278842,41,19784.053867
34.959052,95,19791.176892
14.686915,45,19796.11966
53.160684,61,19802.753554
21.762284,45,19828.434332
44.91497,61,19834.46021
38.857967,61,19840.895475
33.248828,49,19846.04721
46.560797,61,19852.241211
62.663714,61,19858.718559
9.564695,61,19867.177349
32.31723,57,19872.244673
30.611098,41,19877.024817
11.273714,61,19892.755161
-11.792157,67,19899.924373
45.705394,101,19907.837644
22.873462,43,19912.610761
24.582362,49,19917.50883
63.594408,81,19925.706716
46.017503,81,19933.641856
50.026879,61,19939.532123
15.541476,29,19962.176208
30.974281,61,19969.644585
62.928427,61,19974.848671
78.18167,101,19982.94453
33.659633,41,19988.15975
19.409934,41,19993.859149
43.801129,61,20000.61744
29.412001,49,20005.649695
82.858212,81,20012.655813
3.187278,21,20038.750572
25.450545,53,20043.950364
21.919824,59,20050.302043
25.68927,47,20055.303428
31.449008,41,20060.053273
48.136325,73,20065.35161
42.294354,65,20070.681539
35.249533,61,20076.266154
46.542328,61,20082.697673
33.572828,47,20101.482854
1.302102,21,20107.054216
51.066155,61,20112.635061
49.148891,61,20119.013335
27.575072,49,20123.928245
47.271845,61,20130.680745
47.045917,65,20135.641742
-3.718039,61,20143.432204
37.326203,45,20148.428179
5.885407,37,20153.430888
24.719909,41,20158.879995
-13.991499,21,20181.415137
8.456389,61,20188.84574
30.187278,47,20193.823014
54.528426,81,20202.232228
47.7894,61,20209.094643
66.526445,77,20214.585253
28.241357,41,20221.456738
18.923737,41,20226.520029
7.320703,91,20242.181375
49.52152,61,20248.765003
63.940973,77,20255.279696
62.336089,61,20261.685222
47.529189,61,20266.966071
56.084483,61,20273.420106
31.445707,41,20278.285526
47.719479,79,20285.342978
48.664845,61,20291.889441
-6.568754,21,20303.579181
61.023198,61,20309.868004
26.634038,57,20314.968633
76.31241,81,20321.747709
32.221412,57,20326.89095
41.52965,61,20333.732368
33.810991,41,20340.476586
46.762417,65,20345.74348
37.337854,69,20351.070153
-9.721804,21,20363.167417
35.549503,63,20368.325348
22.304224,37,20373.884766
13.570499,43,20378.776673
21.007258,49,20383.760776
73.752598,81,20392.404424
3.360296,41,20397.898712
22.032501,41,20402.693347
34.199347,41,20407.768051
56.143896,61,20413.073606
-6.816523,21,20418.31231
8.912827,23,20437.735864
33.683708,81,20445.539703
37.521279,61,20452.320604
51.434233,61,20458.247593
19.135616,41,20464.303771
19.477878,41,20469.077196
66.614753,81,20476.154054
40.328816,61,20482.860044
19.331839,41,20487.97759
25.840747,43,20514.964061
42.835508,69,20520.493003
46.942778,61,20526.851632
84.135364,97,20534.849166
13.595251,61,20542.024897
52.063995,81,20549.715405
54.293949,61,20556.548248
34.610935,45,20561.48919
24.877275,37,20572.376562
54.03096,61,20578.343315
40.386788,61,20584.929763
16.74626,41,20589.905568
45.002839,61,20596.49953
40.32766,61,20603.745011
34.144744,41,20608.538889
28.498146,41,20614.294601
26.932249,41,20621.190063
30.534912,81,20629.35028
5.926605,23,20648.342528
57.12373,61,20654.624001
-1.832735,41,20660.082864
53.833332,81,20668.095456
36.786615,61,20674.385368
25.374585,41,20679.895477
34.612667,61,20688.381981
43.177251,81,20696.383304
2.398873,21,20702.186497
50.400011,61,20708.529883
-7.671671,21,20731.620096
43.447099,61,20738.018373
28.643534,61,20744.596866
7.036698,35,20749.986192
28.29056,41,20756.693843
34.070623,61,20761.929013
45.399546,61,20768.358027
15.867162,41,20773.409826
32.362371,55,20778.449837
29.783672,61,20783.935595
5.572647,21,20805.494741
46.247872,61,20812.290049
36.671761,51,20817.36012
38.86034,61,20824.271665
52.926655,71,20829.678208
21.963432,41,20834.526179
54.128818,61,20840.761014
18.249419,51,20845.607396
53.395908,59,20852.158881
4.610382,25,20856.781826
15.07899,27,20867.526869
24.720547,47,20872.510753
53.316598,61,20879.328505
32.706965,61,20884.753418
39.81676,41,20889.632218
68.20914,79,20896.684726
27.24552,81,20905.152429
22.597421,41,20910.90278
44.049021,61,20916.327954
18.954168,41,20932.877365
34.369868,41,20937.949651
50.656227,61,20944.987111
33.128946,81,20953.344748
3.522607,31,20958.846338
24.76739,41,20963.704343
13.33268,41,20968.613039
49.71992,61,20974.505465
53.806548,61,20981.099149
31.48782,81,20988.876934
-11.056187,21,21015.531401
47.782351,61,21022.203824
41.193685,61,21028.537882
21.745126,81,21036.533239
28.495968,43,21041.485746
40.616106,41,21046.583536
44.293984,61,21053.420305
63.949413,81,21061.753114
26.974359,41,21067.045576
15.327409,33,21079.403318
33.589583,61,21086.960974
59.358509,81,21094.105269
15.424302,41,21100.598979
23.489641,61,21109.065287
25.161516,43,21113.977829
72.502323,81,21121.754031
50.12055,61,21130.652863
1.170262,41,21136.525845
19.402065,43,21149.492161
48.790757,61,21155.73341
69.675683,81,21163.931086
63.417728,81,21170.32104
46.151263,55,21175.255651
22.041037,41,21181.159849
48.527101,61,21186.691322
22.507328,41,21193.55033
4.440008,41,21200.414407
45.224964,49,21225.228471
51.490702,61,21232.29684
42.520274,65,21237.706094
37.561036,55,21242.836696
15.601689,41,21248.055374
42.720154,65,21253.22125
58.484613,81,21260.173298
18.814315,41,21265.399374
36.648957,67,21271.969583
4.148286,37,21295.369159
27.392985,81,21303.483637
47.922045,61,21308.990665
34.018364,81,21317.082092
41.408552,61,21322.39831
20.061162,81,21329.962148
16.263535,41,21336.081203
37.749232,81,21343.761992
9.072792,25,21366.639106
51.182671,61,21371.812278
48.948695,81,21379.508963
39.032249,61,21386.103524
7.129205,41,21391.750414
24.758021,81,21399.754535
45.525467,67,21405.046055
44.557746,61,21411.776356
22.470988,59,21441.872278
47.692482,63,21446.915848
33.866002,41,21452.640748
38.318916,61,21457.928788
35.402577,61,21464.361537
17.000422,41,21471.604328
49.770129,61,21478.144717
16.755335,47,21483.16417
55.826079,61,21489.683747
30.404057,49,21494.883785
2.833259,27,21507.398288
22.158878,61,21513.780568
61.265959,81,21520.588993
70.335405,81,21527.485785
35.995771,61,21534.14614
34.005905,81,21542.182324
33.668013,53,21547.599652
55.161728,61,21554.500388
24.327844,33,21576.197666
15.788995,41,21581.33766
106.626859,131,21591.213625
25.242716,41,21597.673635
54.073131,61,21604.718456
35.23947,103,21613.068235
14.416433,41,21619.63519
-2.798463,41,21625.833474
31.714146,53,21638.140022
30.936271,41,21643.152929
34.445267,61,21650.113331
31.689503,45,21655.234031
42.114391,121,21664.908277
46.756018,61,21671.42454
46.742574,61,21678.482084
58.75523,59,21685.723199
37.090326,61,21692.089192
-8.703235,21,21704.515264
37.778138,61,21711.765927
41.172941,61,21717.01766
33.824147,53,21722.020961
53.098994,75,21727.274957
20.209392,61,21735.528346
36.664134,81,21743.808034
15.151128,61,21751.984102
15.811598,39,21764.890051
59.13836,81,21771.398594
18.92618,81,21779.045976
9.764476,41,21784.038767
21.680726,41,21790.366985
53.068926,61,21796.879881
44.573924,61,21803.400664
26.815134,81,21811.164118
11.662079,65,21826.105362
29.656853,47,21831.070181
56.087068,81,21838.929606
32.730834,63,21845.292915
49.564619,61,21852.353733
44.257823,55,21857.541401
54.231631,81,21865.337003
52.531287,101,21873.61135
11.91331,23,21893.915793
65.112839,61,21900.571603
28.826425,41,21905.529991
38.182634,81,21913.059363
25.170233,47,21917.993713
59.271877,85,21926.131571
49.534726,61,21932.749783
35.098316,51,21937.881842
42.04433,59,21944.648511
9.079436,27,21955.727521
41.447949,61,21964.025527
49.633913,61,21970.676709
39.254299,59,21977.798832
85.043261,81,21985.712844
8.586555,21,21990.952708
34.446978,55,21996.027557
25.084214,81,22003.621546
28.314908,43,22008.533426
5.454699,25,22013.554173
11.995468,25,22024.02373
45.818192,61,22030.763301
-10.328297,61,22037.642078
45.900201,65,22042.97186
90.445649,101,22051.207268
55.033982,61,22057.849707
27.844444,41,22062.711915
19.215907,41,22069.632411
40.294747,61,22076.845011
8.928684,21,22088.507041
38.67545,65,22093.625467
51.316431,65,22098.680131
23.644526,59,22105.471834
56.031182,81,22112.66809
60.970454,79,22119.807054
70.332929,81,22126.752487
75.611608,81,22141.439685
43.223954,61,22148.12066
46.049469,61,22154.804316
-8.075744,61,22162.001228
33.989113,53,22167.028294
44.389597,61,22173.860737
31.446538,41,22178.703108
57.643836,61,22185.455579
40.244062,81,22193.766079
10.748076,31,22205.745316
45.520549,67,22212.190177
73.041979,85,22218.465089
24.084022,57,22223.665049
4.386362,21,22228.878975
56.389443,89,22235.512229
19.443653,61,22242.917676
28.454165,41,22247.809938
37.600322,61,22254.741267
12.245184,31,22266.142901
46.753468,57,22271.46025
32.64301,49,22276.355261
70.576351,81,22283.409734
-3.429724,61,22291.82243
58.615623,61,22298.331555
68.258649,101,22307.686903
37.239877,47,22312.719097
25.586472,55,22324.231799
37.945473,43,22329.186612
24.105283,43,22334.106838
53.652267,85,22340.623814
11.361907,55,22347.602457
43.965021,81,22355.376629
27.898079,41,22361.570416
18.561254,61,22367.608578
61.479545,81,22374.229106
