#{"t_start": 1775318454.5790184, "env_id": null}
r,l,t
-8.074864,21,7295.008368
-15.225662,21,7302.082114
-10.665595,21,7309.477694
-10.257846,41,7317.197115
-1.537658,21,7322.936025
-17.857758,21,7330.37672
-12.220929,21,7336.775588
-5.555379,21,7342.52037
-6.813244,21,7348.170794
-2.28304,21,7353.717402
-15.810401,21,7360.207167
4.358012,21,7366.078006
-14.166225,21,7390.611116
-5.610353,21,7396.919816
-1.95999,41,7403.472792
-1.597233,21,7409.136445
-8.908158,21,7415.597996
-18.048443,21,7423.206501
-0.876799,21,7429.300236
-8.849209,21,7436.137888
-2.624332,21,7441.656116
-1.902175,21,7447.851937
-2.779505,21,7454.240641
-3.387515,21,7460.566921
-6.190957,21,7466.495112
1.519473,21,7472.653897
-3.186976,21,7478.576366
-3.547553,21,7485.098662
-10.849399,21,7491.96644
-2.020434,21,7497.944026
-9.46959,21,7504.88545
-3.221625,21,7510.831673
-3.647028,21,7517.305061
-15.939029,21,7525.454626
-14.476372,21,7532.814172
-5.906783,21,7541.34935
-17.93743,21,7560.496714
-2.259683,21,7565.839133
-1.899285,21,7571.552019
-10.582323,21,7578.90177
-7.913889,21,7586.146678
-7.07297,21,7593.738487
-0.377204,21,7599.250165
-6.037447,21,7605.347006
-11.306118,41,7613.593374
-7.462906,21,7618.956256
-12.011161,21,7624.259699
-7.757239,21,7629.513747
-15.170744,21,7636.489492
4.679992,21,7642.43209
1.906208,21,7647.645777
-7.985933,21,7653.018612
-5.75443,21,7659.796605
-2.262874,21,7665.085013
2.125606,21,7670.755237
-16.029697,21,7678.521276
-5.369894,41,7686.661782
11.956102,37,7707.915659
-6.667319,21,7713.753165
-10.049935,21,7719.28902
-16.34541,21,7725.905204
14.752079,41,7732.37476
-3.932921,21,7738.019733
-0.358627,21,7743.454626
-4.637126,21,7749.116947
-4.481655,41,7757.955564
-11.981079,21,7764.772905
-7.860584,21,7771.742459
-6.440202,21,7777.62895
-10.206205,21,7783.006684
-15.75937,21,7790.553876
-7.144111,21,7798.301127
-1.104171,21,7804.883722
-10.010995,21,7812.994739
-1.840744,21,7819.498979
-3.14823,41,7828.312175
0.133912,21,7833.808271
-2.018438,21,7839.092905
-12.325723,21,7846.153986
-7.0516,21,7865.732548
-7.268055,21,7871.715934
6.295169,21,7877.777922
-7.987809,21,7882.964628
-3.082553,21,7888.60299
-7.549212,21,7896.344691
-4.518869,21,7901.864329
-4.342956,21,7908.95678
-16.254655,21,7915.744792
-0.977773,21,7922.519628
0.422258,21,7928.286889
-1.607908,23,7933.248224
-2.817787,21,7938.848328
-7.688938,21,7944.218947
-10.291545,21,7951.996654
-9.500485,21,7957.504396
-6.292933,41,7964.925349
-7.499009,21,7972.220736
-6.745321,21,7978.373048
-7.562228,21,7985.652617
-8.613612,21,7991.275397
-9.065512,21,7997.753603
-8.222199,21,8003.757346
0.621689,21,8022.163205
-12.124504,21,8030.475947
-2.164178,21,8037.969022
3.91871,37,8042.991679
-15.422282,21,8050.106718
-12.666728,21,8057.229689
-13.004334,21,8063.983096
-16.038264,41,8072.613467
-7.417865,21,8080.390941
-8.725208,21,8087.398377
-16.679648,21,8094.856114
-25.284747,21,8102.981959
-0.282825,21,8109.147569
-13.188857,21,8116.405591
-7.831129,21,8123.037665
-15.297934,21,8129.621919
5.440361,21,8135.957031
-6.064397,21,8143.340747
-11.590118,21,8150.676204
-8.97255,21,8157.662541
-17.610412,21,8164.203846
3.238668,21,8169.768053
-17.453159,21,8177.220771
-9.519226,21,8191.252809
-9.358526,21,8198.382541
-0.195898,21,8203.81833
-6.859614,21,8209.373401
-14.961443,21,8215.567003
-8.276739,21,8223.07023
-19.86499,21,8230.624285
-3.064535,21,8236.720779
-17.1361,21,8243.412228
3.750674,21,8248.917761
-20.271225,21,8255.812529
7.367132,21,8261.464252
-11.292822,21,8266.483946
-10.61008,21,8274.062618
-0.985265,21,8280.084792
-2.521841,21,8285.193151
3.917341,21,8290.785195
15.803998,41,8297.132723
-15.821374,21,8304.509901
-3.212684,21,8310.583999
-5.042541,21,8315.938467
-5.544703,21,8321.419183
3.593272,21,8326.95134
-5.98195,21,8352.145523
-16.745464,21,8359.331913
2.203979,41,8366.954772
-5.381318,21,8372.906254
-21.58819,35,8378.968209
-14.893202,21,8386.530993
-3.193704,21,8391.911901
-0.722724,21,8397.020954
-8.77651,21,8403.182098
0.260108,23,8408.314057
-7.666205,21,8414.020283
-10.954318,21,8420.987122
-1.543445,21,8426.422212
-17.91407,35,8432.39161
-10.315839,21,8439.302665
-3.774073,21,8445.093966
-17.566468,21,8452.557289
-9.342192,21,8458.28603
-19.910881,21,8465.438637
-13.067683,21,8470.472111
0.922695,21,8476.167515
1.619366,21,8481.092087
-11.866797,21,8502.367305
-2.627262,21,8508.36671
16.569372,41,8517.283892
-13.973897,21,8524.17489
-10.461318,41,8530.885811
-3.297894,21,8536.830787
-6.809754,21,8543.838763
-12.208593,21,8550.713528
-10.90322,21,8557.371217
-4.759076,21,8564.511482
-4.900551,21,8570.454267
-2.906524,21,8577.612984
-10.859346,21,8582.986155
-5.073414,21,8591.057241
-12.437515,21,8597.571896
1.022926,21,8602.977179
-6.496549,21,8608.369947
-5.652408,21,8615.315713
-3.903049,21,8621.200891
-15.751891,21,8628.476035
-6.112346,21,8634.66881
-16.874048,41,8642.586452
-18.549257,21,8666.415306
-12.418494,21,8673.563799
-10.000867,41,8682.163402
-9.164381,21,8690.029331
-20.77091,21,8696.653222
-8.4115,21,8702.252464
-9.360323,21,8708.281193
-0.635479,41,8715.682591
-3.09255,21,8722.648807
-2.510642,21,8728.138978
-0.083177,21,8733.636946
-4.910871,21,8739.162881
-6.532034,41,8747.007726
5.701882,21,8752.69447
-11.750822,21,8758.025356
-15.523196,21,8764.801611
0.90416,21,8771.912914
-8.907218,21,8778.063767
3.445958,21,8784.140697
-18.418867,21,8790.575105
-3.807974,21,8797.226242
-10.034495,21,8823.654116
-13.294674,41,8831.22768
-7.818314,21,8837.625614
-2.132899,41,8845.557937
-8.331895,21,8850.949146
-9.116894,21,8856.611567
0.799058,21,8862.922331
-7.164751,21,8868.279999
-10.086513,21,8876.654429
-13.320534,21,8883.702542
-4.081799,21,8889.351431
-10.820024,21,8897.162114
-5.078118,21,8904.123679
-3.122367,21,8909.670548
2.734393,21,8914.832838
-17.899927,21,8922.218841
3.971022,21,8929.497237
0.323939,41,8937.169924
-9.812997,21,8944.446951
-17.09612,21,8951.573356
-5.980382,21,8957.337684
2.013221,21,8963.209988
-18.932523,21,8982.358145
-7.255366,21,8988.267374
4.212403,21,8994.873306
-10.971529,21,9001.917148
-15.825556,21,9009.226301
-9.308224,21,9015.923343
2.736983,21,9021.533584
0.536129,21,9027.110574
-18.990996,21,9034.606479
-12.922208,21,9042.022544
1.978401,41,9048.329659
-4.265212,21,9055.383169
-13.441969,21,9062.225947
-4.040294,21,9068.103673
-5.800953,21,9074.033987
1.798142,21,9080.1304
-10.331734,21,9087.207457
-9.989632,21,9093.823031
-20.120097,21,9100.928003
-10.811609,21,9106.411651
-5.062145,21,9111.71244
-17.033926,21,9118.623867
-3.839722,21,9123.601777
-0.955119,21,9142.297647
-7.665023,21,9148.354027
-16.620232,21,9154.997685
-13.469126,21,9161.426922
-10.448034,21,9166.987744
7.312259,21,9172.582281
-7.633732,21,9177.605911
2.897887,21,9183.761903
-3.005927,21,9189.504917
-6.616856,21,9195.521729
-3.046835,21,9201.483462
-8.843737,21,9207.332363
-8.074853,21,9214.049438
-17.526552,21,9220.740023
-13.288147,21,9228.117156
0.011078,21,9235.57296
-1.592519,21,9241.556
4.288962,21,9247.209448
3.793717,21,9252.85631
-15.701086,21,9259.720999
-0.257253,21,9265.366359
-0.894516,21,9270.977098
-9.689817,21,9277.072522
-14.948267,21,9284.109442
-10.547036,21,9291.090674
-11.232663,21,9317.922695
5.597678,21,9323.902636
-9.945634,21,9329.051172
-12.812247,21,9335.937976
-2.187069,21,9342.976296
1.507475,21,9349.317151
-13.708605,21,9356.127364
-4.832689,21,9361.639524
-2.34826,21,9367.445086
-10.967971,21,9374.711971
7.543754,21,9381.408973
-6.199821,21,9387.374205
-5.446317,21,9392.939268
-3.413925,21,9398.56126
-10.110332,21,9403.685327
-0.623795,21,9409.283916
-19.398662,21,9416.711476
-4.89091,21,9422.060176
4.064663,21,9427.808875
-11.034423,21,9434.866096
-0.87746,31,9439.410525
-12.489622,21,9446.555641
-11.529553,21,9453.581535
-1.197549,21,9458.817746
-30.132702,21,9480.701379
0.977676,21,9486.884634
-0.81956,21,9494.279518
-5.779292,21,9499.916492
-10.179269,21,9507.591895
-12.891493,21,9513.267005
-0.364805,21,9519.422168
-5.832868,21,9526.254242
-4.110019,21,9533.175789
-0.837204,21,9538.914004
-15.452161,21,9545.58235
-3.927693,21,9550.898345
-3.683546,21,9557.613983
-9.684562,21,9563.556698
-5.581333,21,9571.07458
-9.643052,21,9579.638828
-11.706059,21,9585.24942
-5.833958,21,9593.026181
-8.241808,21,9599.620077
-3.994981,21,9606.084827
-1.821394,41,9613.943771
-1.475065,41,9622.862536
-12.61658,21,9646.667553
-16.545276,41,9654.21817
-14.599209,21,9661.699023
-16.798656,41,9669.291075
-4.157501,21,9675.349978
-6.036516,21,9681.427704
-15.576003,21,9688.107944
2.830792,41,9694.93768
-0.704671,21,9701.553764
-10.618984,21,9707.870631
-21.821268,21,9715.055917
-4.113434,21,9721.714295
-10.423369,21,9728.348573
0.478037,21,9735.53623
-6.379055,21,9741.712546
5.700675,21,9747.525693
-0.584399,21,9753.022426
-6.016641,21,9758.59054
0.70921,21,9763.968769
-25.131857,21,9772.797179
-1.015824,21,9778.092542
-0.985866,21,9784.467715
-7.734915,21,9807.502893
-5.637228,41,9815.059618
-23.834519,21,9822.203719
-12.248396,39,9828.359786
-10.579591,21,9835.451261
-16.793074,21,9842.420587
-16.825019,21,9848.908209
-10.548727,21,9855.873255
-0.145617,21,9861.762524
-4.710804,21,9868.113889
3.308295,21,9874.047592
4.979774,21,9879.909132
-3.530446,21,9886.013943
-9.905916,21,9891.708884
5.31539,21,9897.720333
-12.731831,21,9904.632553
0.576438,21,9910.952406
-6.842294,21,9916.722292
-16.217875,41,9922.835623
-4.871111,21,9928.989289
3.046111,21,9934.604583
-14.932143,21,9953.891832
3.634826,21,9959.935993
-13.944249,21,9965.665287
0.916722,21,9971.191248
-5.569308,21,9978.338553
-7.126557,41,9986.719014
-9.384928,21,9993.473707
-6.762631,21,9999.669316
-9.052237,21,10006.201218
-7.302114,21,10012.710872
-7.840288,21,10018.3445
-8.131217,21,10025.168212
-14.501005,21,10033.397904
-13.301167,21,10040.599381
-1.013262,21,10045.889797
-7.023947,21,10051.216897
-10.125186,21,10057.879797
-2.42577,39,10067.913439
-8.527161,21,10073.446529
-8.151023,21,10079.296334
4.755406,41,10084.91256
-8.359963,21,10090.844308
-22.549297,21,10114.930351
-0.261665,21,10120.915867
-12.485341,21,10126.664176
6.065638,21,10132.414058
-17.508241,21,10139.622231
-6.550996,21,10145.274788
-3.422352,21,10150.532279
-19.947872,21,10157.15473
3.749547,21,10162.859897
-14.377091,21,10170.282134
-3.036098,21,10176.363927
-1.723203,21,10181.989815
-2.947064,41,10187.959866
-5.444433,21,10193.097433
-16.945027,21,10201.009572
-11.038355,21,10206.909602
-19.566894,21,10214.478542
-1.305294,21,10220.05797
-6.451365,21,10225.502147
-4.008148,21,10231.516284
3.969666,21,10237.188481
3.762541,21,10242.388705
-13.056808,21,10249.443493
-8.442729,21,10269.717947
-2.374826,21,10275.389774
2.938049,21,10282.460067
-15.927666,21,10289.350989
3.388659,21,10295.131688
-11.371399,21,10302.204491
-11.804016,21,10309.187812
-13.66134,21,10316.174783
-16.557905,21,10323.948634
-13.459241,21,10331.255372
-9.89145,21,10337.961042
-7.519726,21,10344.793831
-16.248321,21,10351.417417
-12.874437,21,10357.668462
7.037465,21,10363.707352
2.750353,21,10369.302172
-12.679649,21,10376.032482
-19.983921,21,10383.178625
-10.470701,21,10390.745874
-3.507849,21,10397.143157
-9.388878,21,10403.741161
2.78397,31,10408.694766
-6.251587,21,10415.58312
3.26604,21,10421.368871
-5.911992,21,10440.732985
0.480832,21,10446.201241
-3.456541,21,10451.90537
-1.001712,37,10456.831169
4.162923,21,10463.011367
-3.971642,21,10468.929118
-1.371678,21,10474.335875
-6.87,21,10481.305834
-5.763253,21,10487.830616
-6.849486,21,10494.181013
-8.786781,21,10501.475211
-13.790576,21,10509.190212
-8.168817,21,10515.246719
-8.803159,21,10522.387867
-29.078635,35,10529.00298
-4.471132,21,10536.876417
-14.507768,21,10543.391125
-11.53019,21,10551.338585
-9.429784,21,10558.591056
-4.519135,21,10565.549745
-20.1297,21,10572.561724
-2.650965,21,10579.229672
-8.105953,21,10586.912903
-14.548865,21,10609.885038
-5.343475,21,10615.398028
-3.356626,21,10621.000535
-17.727021,21,10626.766846
-15.247322,21,10633.614877
-18.295652,21,10640.512027
-13.452252,21,10647.2357
-8.056583,21,10654.010305
2.180494,41,10660.49225
-4.7743,29,10665.137131
-6.090868,21,10670.245984
-10.553708,21,10677.180433
1.399175,21,10682.784251
-15.112867,21,10690.538842
-15.372447,21,10697.082262
-5.280027,21,10703.17159
-0.412589,21,10708.438385
6.358687,21,10714.281789
-17.170216,21,10721.183665
13.353256,41,10729.647531
2.194653,21,10735.37038
-11.17311,39,10755.899742
-8.705988,21,10763.515072
-6.664133,21,10769.987458
-15.408646,21,10776.586585
-4.276616,21,10783.414073
-11.346057,21,10788.768146
-15.725749,29,10794.976784
7.815957,41,10804.195704
-15.082377,21,10811.107436
3.464495,21,10816.781116
-4.072799,21,10822.276342
-7.42691,21,10827.578582
-6.190333,21,10832.92313
-3.717813,33,10837.772186
-17.543456,21,10845.136931
-6.706478,21,10851.48429
-1.779885,21,10857.567606
-6.564195,21,10864.591009
-15.942792,21,10871.63941
-10.617865,21,10878.760522
-11.686615,21,10885.313485
6.149139,21,10890.587349
-15.175232,21,10896.941408
-23.158769,21,10920.561524
-9.400659,21,10927.06203
-24.809215,41,10934.575009
-2.591026,21,10939.901332
-15.299396,21,10946.523324
-20.49627,21,10953.690712
-12.149773,21,10961.158647
-9.291709,21,10966.907487
-8.327212,21,10972.613612
-15.719498,21,10979.542212
-7.38382,21,10986.071904
-19.885345,21,10992.923336
-0.426523,21,10998.418996
-2.448412,21,11004.1819
-11.896418,21,11009.649944
-7.552276,21,11015.357851
-13.278085,21,11022.340281
-0.047012,21,11027.668225
-14.138564,21,11033.666664
-14.476096,21,11040.714117
0.379757,21,11046.484843
-10.143684,21,11054.290314
-8.918282,21,11061.267313
-6.440406,21,11081.427215
-14.654026,21,11087.612626
-4.220322,21,11093.401453
-4.593331,21,11100.145165
-3.777802,21,11105.53417
-12.878606,21,11112.326956
-12.869602,21,11118.284621
-6.88531,21,11123.965559
-18.036154,21,11130.294824
-1.259674,21,11135.284611
3.835622,21,11140.6351
-13.392847,21,11147.370253
-12.28185,21,11154.38497
-2.879021,21,11160.052382
-5.895067,21,11165.250256
-22.53134,41,11173.36344
-17.520234,21,11180.546847
4.456184,21,11186.318368
-5.702318,21,11193.785038
-2.087869,21,11200.252172
0.18748,21,11205.233415
-5.043125,21,11212.067787
-12.047307,21,11219.150938
-0.693499,21,11224.659056
-27.112042,21,11247.788959
3.915737,41,11255.454164
-10.901319,21,11262.11015
-7.881277,21,11267.519215
-19.506212,21,11274.284714
-8.481829,21,11279.710901
-8.020594,21,11286.1796
-1.649841,21,11291.694955
-21.654329,21,11299.523832
-16.056765,21,11306.702156
-15.491913,21,11313.452489
-6.973928,21,11318.731675
-11.50011,21,11325.58956
-3.377946,21,11331.243035
-16.331931,21,11337.787191
-9.705264,21,11343.727562
-10.161168,21,11351.215614
-2.456525,41,11358.049756
-6.884252,21,11364.082923
-8.983476,21,11369.887091
-5.601487,21,11375.479712
-7.620273,21,11381.37539
-13.160071,21,11404.264121
3.174235,21,11410.387782
-15.501653,21,11416.992466
-5.92033,21,11423.11767
-21.644902,21,11429.653805
2.112765,21,11435.719157
-16.546297,29,11442.055954
-3.288109,21,11447.32465
15.05636,41,11454.23026
-2.646209,21,11460.093633
-2.422569,21,11465.482057
-13.272223,21,11472.748834
-2.896887,21,11478.163565
-15.394139,21,11485.065976
-4.670127,21,11492.017304
-11.231042,21,11498.893013
-4.223875,21,11506.017015
-7.654519,21,11512.935199
-2.40921,41,11519.827625
-1.628844,21,11525.624698
-7.692543,21,11530.756115
-17.321416,21,11538.046252
3.444397,21,11558.028896
-10.633729,21,11565.092908
5.126107,21,11570.919774
7.980315,21,11576.183565
-17.637069,21,11583.445838
-18.953332,21,11590.253037
2.532018,41,11596.94399
-3.041497,21,11602.2523
-0.375838,21,11607.484474
-14.688608,21,11614.663725
-8.224123,41,11621.59271
-8.638058,21,11628.336345
-19.950227,37,11634.705858
-16.830053,21,11641.483409
-13.239249,21,11650.182277
-17.003481,21,11656.970659
-4.873383,21,11662.500101
-3.707953,21,11669.148055
-7.052077,21,11675.511027
4.30094,21,11681.026739
-6.145212,21,11687.180559
-2.884919,35,11708.944985
-14.884124,21,11715.559209
-1.263568,41,11721.447273
-16.691791,21,11728.595281
-13.84021,21,11735.883397
-7.726283,21,11742.849627
-6.275613,21,11748.388843
-1.307498,21,11754.15952
-0.187917,21,11760.178524
-1.8984,21,11766.765069
0.224258,21,11772.398535
-11.55909,21,11779.689149
-10.127992,21,11785.740389
3.485983,35,11790.587976
-8.292891,21,11797.40073
-3.643626,21,11802.674293
-12.998305,21,11810.553922
-8.607241,21,11816.825694
-10.805465,21,11824.176479
-5.909039,21,11830.851013
-9.732867,21,11836.501982
-7.340452,21,11843.032286
-5.288666,21,11849.226545
-23.840481,21,11874.020394
1.146377,41,11881.495277
-1.700697,21,11886.5451
0.867041,21,11893.402351
-9.200787,21,11900.107944
7.549751,21,11905.831629
-8.81959,21,11911.682047
-10.102153,21,11918.840783
-0.742999,31,11923.744623
-5.321299,21,11929.696777
-11.929324,21,11936.359087
-1.632896,21,11942.032271
-15.621876,21,11947.668242
-45.026812,75,11957.648029
6.801271,21,11963.030582
-6.350322,21,11970.046845
-0.013329,21,11976.14327
-15.294316,21,11982.727075
-1.591953,21,11989.850028
-6.727676,21,11995.53049
-8.887317,21,12002.607565
-29.255624,21,12022.053661
-14.087036,21,12029.265909
-11.485018,21,12035.061913
-6.055342,21,12041.943067
-11.492363,21,12048.710447
-8.060699,61,12058.08235
-6.800864,21,12065.960084
1.173397,31,12070.709383
9.137088,21,12077.931527
-9.278892,21,12085.419384
-7.743261,21,12091.011408
-10.850776,21,12096.37101
6.236136,21,12102.27076
-20.344097,21,12109.035445
-19.250038,41,12116.982755
-12.912798,21,12122.256585
3.274568,21,12127.704421
-13.634439,21,12134.516286
-1.551586,21,12139.78662
0.062386,21,12145.300908
5.041622,21,12150.534597
-28.940903,21,12172.47526
-4.440982,21,12178.497485
-11.326017,21,12185.033659
-20.113119,21,12192.598487
-13.538194,21,12199.677234
-6.60752,21,12205.754271
-7.057891,21,12211.271793
-22.551093,61,12220.985338
-3.114466,21,12228.044285
-1.285072,21,12233.529381
-4.293217,21,12239.19637
-4.572846,21,12244.739937
-2.452334,21,12250.339192
-9.267976,21,12256.052492
-8.996503,21,12262.175807
0.156729,21,12268.458
3.502646,21,12275.09684
-6.043124,21,12280.401659
-4.893716,21,12285.792544
-19.93658,21,12293.108849
-13.748899,21,12299.29504
-10.491458,21,12306.004381
-17.53214,21,12330.697587
-9.101954,21,12336.488306
6.955208,21,12342.581724
-24.992975,41,12350.567336
-21.808599,21,12357.333473
-12.23442,21,12363.713699
-9.076125,21,12369.806317
-7.260303,21,12376.195565
-8.629801,21,12383.259422
3.264291,21,12388.88762
-2.513767,21,12396.835183
-8.277818,21,12403.320777
-8.108738,21,12410.407836
-16.84435,21,12417.944092
-5.564799,21,12424.915904
-22.516127,61,12434.982938
-13.334709,21,12442.580353
-6.708173,21,12447.843236
-4.151223,21,12453.380273
-6.556769,21,12460.62523
-11.075159,21,12467.189109
-10.014583,21,12474.286296
-26.354085,21,12499.898428
-5.059447,41,12507.702113
-13.77885,81,12519.857514
-6.621828,21,12525.392985
-7.34821,21,12530.836804
-6.55802,21,12535.871902
-9.298565,21,12541.345387
-9.676898,21,12547.893133
-3.086945,41,12554.278
10.707964,37,12559.350764
-17.436812,21,12566.206353
-4.182643,41,12572.919549
-18.506685,21,12579.388485
-10.691826,21,12586.200981
-8.613396,29,12592.450094
5.604526,39,12599.908536
-18.607506,21,12618.874009
-5.964139,21,12625.815906
-8.219237,21,12632.524472
-8.163435,21,12639.634445
-11.139132,21,12646.502376
-7.235714,21,12652.842482
-29.530831,81,12663.516277
-7.994289,21,12670.666577
-15.108954,21,12678.250522
-14.037862,21,12684.551
-5.026107,21,12691.711279
-7.189517,21,12697.950947
-10.028665,21,12705.027719
-7.08848,21,12710.484919
-22.698069,37,12716.898943
-0.88621,21,12722.624122
-7.68021,21,12727.90338
-0.304996,21,12733.325982
-22.260486,21,12740.697828
-2.186031,21,12746.74993
-9.380435,21,12753.612107
-17.30545,21,12767.625197
-4.417359,41,12773.745296
-19.627739,21,12781.29086
-5.699781,21,12788.609128
-10.83615,21,12794.093117
-9.826223,21,12801.042914
-7.964298,21,12807.234037
-10.835686,21,12814.669407
-14.80295,21,12821.029769
-8.84976,25,12826.372754
-14.853618,21,12833.340708
-10.744544,21,12840.73698
5.836733,41,12848.907444
-4.240518,21,12854.914744
-0.140424,21,12860.262098
0.976122,21,12865.763039
0.519794,41,12872.392646
-21.89876,21,12879.484993
-2.328003,21,12885.553003
2.312363,21,12891.449054
-13.691455,27,12897.748349
-3.144211,21,12920.216815
5.827398,21,12926.317463
-4.548416,21,12933.872382
-0.268932,21,12939.669856
-2.83839,21,12945.273597
-8.435631,23,12951.603469
-9.304077,21,12958.121383
-18.569587,21,12965.662098
-9.833051,21,12971.987037
-1.178077,21,12977.714114
-18.730232,21,12984.715365
-10.633139,21,12991.440309
-15.351163,21,12998.488877
-1.073262,21,13003.564726
-17.100931,21,13010.406917
-0.278096,21,13015.804325
-11.851781,21,13023.448177
-12.937592,41,13029.742517
-11.781054,21,13036.252975
-11.607312,21,13042.313516
-3.440936,23,13047.26263
-12.59623,21,13053.815176
2.089397,21,13060.003549
-9.840842,21,13080.979272
11.564639,61,13088.958929
-15.530966,33,13095.288569
-13.647352,21,13101.302253
-13.015472,21,13107.646405
-19.743013,37,13113.512573
-22.428706,41,13121.374577
-14.656795,21,13129.021026
-9.130598,57,13135.50349
-3.9153,21,13140.864051
-11.034124,21,13148.191387
-2.622113,21,13153.789124
4.855731,41,13160.33726
-10.470731,21,13167.209221
-17.677717,23,13173.365277
-26.058522,41,13181.626745
-7.094382,21,13187.860742
-28.441906,21,13202.252565
-21.6515,61,13212.016401
0.421721,41,13219.386841
-22.495438,41,13227.10629
6.81707,81,13236.539289
3.714409,21,13243.294058
-9.523313,21,13249.937485
4.786151,21,13256.103593
-7.783283,35,13260.956695
-7.616682,21,13266.851819
-10.031444,21,13272.164004
-15.445025,21,13279.994587
-27.318092,41,13288.149283
-7.731047,21,13293.220201
-5.888533,21,13298.777464
-16.702255,21,13305.312212
-15.964197,21,13329.919053
-0.74856,21,13335.7008
6.124397,41,13342.653155
-13.204772,21,13349.356327
-1.039124,21,13354.592376
-5.254748,21,13361.110826
-14.253406,21,13368.732865
-3.923939,21,13374.286875
-8.774986,21,13381.342794
-3.153757,21,13386.41407
-6.199971,21,13393.389151
-9.544536,21,13399.623587
-11.515461,41,13406.402392
-0.62997,21,13412.003447
-4.017371,21,13417.426936
-11.162961,21,13423.975618
-6.040754,21,13431.159176
-15.73711,21,13438.718245
-19.131879,21,13445.149426
20.581356,41,13452.346302
-10.459564,21,13458.955734
-4.127494,21,13475.651934
-13.309878,41,13483.384802
-18.850519,21,13490.459951
-4.680532,21,13495.684126
-16.052542,21,13503.326435
-6.246518,21,13510.011598
-14.35415,21,13516.713234
0.084009,21,13523.718891
-6.896665,21,13530.26967
-14.524901,21,13536.57778
6.943297,35,13542.573384
-6.45337,21,13550.151384
-0.518558,21,13555.613423
-19.238111,21,13562.394377
-0.036741,21,13569.538198
-8.656307,21,13577.191406
7.31615,21,13582.675692
-12.328889,21,13589.271033
-5.195304,21,13596.165261
-6.060973,21,13603.197412
-10.536404,21,13609.508697
3.404469,21,13614.898784
-8.17095,21,13620.647062
-1.133638,21,13639.439594
-3.046919,21,13645.704835
-6.550284,21,13651.055372
-19.580885,41,13658.87456
-6.849228,21,13664.858182
-5.695843,21,13670.181851
-5.347608,21,13675.619884
-10.123976,21,13683.810769
-8.567646,21,13689.83847
-8.567578,21,13696.670969
-8.91313,21,13704.180145
-1.642858,21,13709.786683
-21.452001,21,13716.165388
-2.45232,21,13721.5981
-15.36795,41,13729.098312
-0.829706,21,13734.326484
1.219904,21,13739.885746
-2.920816,21,13745.237208
-22.055505,41,13752.953508
-9.118458,29,13758.655397
-7.609308,21,13764.209502
-8.655794,21,13790.268673
-14.005579,21,13797.268388
-10.618056,21,13802.636603
0.180748,21,13808.656969
-11.714949,21,13817.049544
-2.163918,21,13823.899513
-13.021834,21,13831.359868
-11.437303,21,13838.261623
-21.408767,31,13844.357128
-6.376783,21,13849.794358
-20.251384,21,13857.525052
-15.953683,21,13864.657691
1.437725,21,13870.116288
-0.263012,21,13875.916566
5.171928,41,13882.673818
-12.195078,21,13890.390755
-1.917514,21,13895.873845
-9.984389,21,13901.736179
-4.762449,21,13907.443231
-23.006722,61,13917.250952
-9.55689,21,13925.314036
-4.580863,21,13946.382061
-3.393994,21,13952.139843
-9.076262,21,13957.622531
-3.517373,21,13962.766972
-0.288257,21,13968.785576
-23.519443,21,13975.007121
-4.150087,21,13981.448854
3.434244,21,13987.470835
-6.736069,21,13993.959887
-7.233584,21,13999.763315
-6.996829,21,14005.751333
-15.410693,21,14012.531763
-7.05379,21,14017.750103
-12.217259,21,14023.684628
-3.351755,21,14029.575995
-12.016866,21,14034.988221
-8.922922,21,14040.699728
-10.930723,21,14047.753588
-15.140627,21,14055.166437
-5.159632,21,14061.987201
-15.063032,21,14069.335901
8.251177,39,14078.556664
-10.813148,21,14085.249194
0.899344,21,14090.924628
-20.682543,21,14109.878635
-15.875225,21,14117.922009
-13.024787,21,14124.100099
-3.597966,21,14130.410085
-9.38759,21,14136.671121
-13.80496,21,14143.217548
-3.264675,21,14149.372692
-3.134359,21,14154.792097
-20.86165,21,14162.075266
-0.20674,21,14167.593302
4.627707,21,14173.322324
2.676668,21,14178.988863
-17.125401,21,14186.670215
-15.381337,21,14194.353465
-7.940451,21,14201.315687
12.21568,39,14208.093595
4.315748,21,14213.898696
17.301397,41,14220.572414
-14.210072,21,14226.071306
1.599767,21,14231.422753
-3.682763,21,14237.944859
-11.990624,33,14243.853558
-7.224256,21,14257.831766
-15.678644,21,14264.636603
-10.092417,21,14270.350841
-0.88989,21,14276.171889
-2.490358,21,14282.185209
-7.988373,21,14289.460365
-7.877122,61,14299.082098
-8.672492,21,14304.710394
12.689874,39,14311.452625
-13.970951,41,14317.302799
2.666751,21,14323.078958
-6.64335,21,14329.740997
-3.363953,21,14334.884993
-4.189309,21,14340.497048
-7.235747,21,14347.05964
-12.478334,21,14354.158828
-21.670486,61,14363.778046
-17.09039,21,14371.188545
-15.095659,25,14387.980831
-8.457745,21,14394.053586
-15.191972,41,14401.798272
-12.890768,21,14409.658576
-14.713712,21,14416.750316
-6.332336,21,14422.518526
-12.713031,21,14429.503164
-5.439954,21,14436.375773
3.324555,21,14443.133775
4.968103,21,14448.604718
-5.401814,21,14454.428542
-13.684433,21,14461.787584
-8.52565,21,14469.631575
-14.492421,21,14476.926469
-9.9414,21,14482.67811
